"Date","Price","Open","High","Low","Vol.","Change %"
"05/25/2021","5.38","5.39","5.39","5.37","1.42M","0.22%"
"05/24/2021","5.37","5.39","5.39","5.36","184.17K","0.13%"
"05/21/2021","5.36","5.38","5.38","5.35","47.16K","0.11%"
"05/20/2021","5.36","5.34","5.36","5.34","19.19K","0.00%"
"05/19/2021","5.35","5.39","5.39","5.34","17.74K","0.00%"
"05/18/2021","5.35","5.37","5.39","5.34","49.38K","0.11%"
"05/17/2021","5.35","5.35","5.37","5.32","26.76K","0.15%"
"05/14/2021","5.34","5.32","5.34","5.32","1.34M","0.14%"
"05/13/2021","5.33","5.33","5.35","5.31","52.28K","0.09%"
"05/12/2021","5.33","5.35","5.36","5.33","40.71K","-0.74%"
"05/11/2021","5.36","5.38","5.38","5.35","1.18M","-0.13%"
"05/10/2021","5.37","5.36","5.38","5.36","64.83K","0.00%"
"05/07/2021","5.38","5.35","5.38","5.34","2.52M","0.41%"
"05/06/2021","5.35","5.35","5.36","5.34","153.61K","0.17%"
"05/05/2021","5.34","5.35","5.35","5.33","286.76K","0.21%"
"05/04/2021","5.33","5.33","5.36","5.32","1.27M","0.00%"
"04/30/2021","5.34","5.38","5.38","5.33","202.58K","0.00%"
"04/29/2021","5.34","5.36","5.36","5.33","71.40K","-0.12%"
"04/28/2021","5.35","5.37","5.37","5.33","131.16K","-0.12%"
"04/27/2021","5.35","5.37","5.38","5.35","17.81K","-0.14%"
"04/26/2021","5.36","5.37","5.37","5.35","86.64K","0.13%"
"04/23/2021","5.35","5.33","5.36","5.33","216.60K","0.17%"
"04/22/2021","5.34","5.36","5.36","5.34","219.88K","-0.11%"
"04/21/2021","5.35","5.38","5.38","5.34","297.75K","0.00%"
"04/20/2021","5.35","5.37","5.37","5.34","1.04M","0.10%"
"04/19/2021","5.34","5.34","5.36","5.33","1.57M","0.00%"
"04/16/2021","5.34","5.36","5.36","5.32","345.76K","0.00%"
"04/15/2021","5.34","5.35","5.35","5.32","1.71M","0.24%"
"04/14/2021","5.32","5.33","5.34","5.32","117.01K","0.19%"
"04/13/2021","5.31","5.30","5.31","5.29","217.74K","0.00%"
"04/12/2021","5.31","5.31","5.31","5.30","239.63K","0.11%"
"04/09/2021","5.30","5.31","5.31","5.29","111.05K","0.00%"
"04/08/2021","5.31","5.32","5.32","5.30","130.86K","0.00%"
"04/07/2021","5.31","5.30","5.31","5.30","235.21K","0.25%"
"04/06/2021","5.30","5.30","5.31","5.27","1.50M","0.29%"
"04/01/2021","5.28","5.27","5.28","5.26","91.41K","0.24%"
"03/31/2021","5.27","5.26","5.27","5.26","344.00K","0.25%"
"03/30/2021","5.26","5.30","5.30","5.25","1.23M","-0.38%"
"03/29/2021","5.28","5.29","5.31","5.27","282.02K","-0.27%"
"03/26/2021","5.29","5.31","5.31","5.28","122.20K","-0.20%"
"03/25/2021","5.30","5.30","5.32","5.29","385.24K","-0.13%"
"03/24/2021","5.31","5.32","5.32","5.29","73.15K","0.00%"
"03/23/2021","5.31","5.32","5.32","5.30","363.22K","0.00%"
"03/22/2021","5.31","5.30","5.31","5.30","63.99K","0.17%"
"03/19/2021","5.30","5.30","5.32","5.28","161.07K","0.25%"
"03/18/2021","5.29","5.30","5.30","5.28","85.88K","-0.19%"
"03/17/2021","5.30","5.30","5.31","5.29","81.09K","-0.28%"
"03/16/2021","5.31","5.34","5.34","5.30","31.19K","0.00%"
"03/15/2021","5.31","5.34","5.34","5.30","1.96M","0.00%"
"03/12/2021","5.32","5.34","5.34","5.30","360.58K","-0.25%"
"03/11/2021","5.33","5.36","5.36","5.32","124.83K","0.37%"
"03/10/2021","5.31","5.34","5.34","5.30","1.34M","0.00%"
"03/09/2021","5.31","5.34","5.34","5.30","55.43K","0.16%"
"03/08/2021","5.30","5.33","5.33","5.29","752.25K","-0.21%"
"03/05/2021","5.31","5.35","5.35","5.31","175.02K","-0.77%"
"03/04/2021","5.35","5.39","5.39","5.34","126.14K","0.00%"
"03/03/2021","5.36","5.38","5.41","5.35","141.51K","-0.35%"
"03/02/2021","5.38","5.37","5.38","5.36","232.09K","0.12%"
"03/01/2021","5.37","5.36","5.39","5.36","81.02K","0.36%"
"02/26/2021","5.35","5.37","5.37","5.34","144.84K","-0.48%"
"02/25/2021","5.38","5.39","5.40","5.37","189.69K","-0.17%"
"02/24/2021","5.39","5.41","5.41","5.38","285.23K","-0.48%"
"02/23/2021","5.41","5.41","5.41","5.39","144.67K","-0.15%"
"02/22/2021","5.42","5.43","5.43","5.39","787.52K","0.00%"
"02/19/2021","5.42","5.41","5.42","5.41","71.19K","0.11%"
"02/18/2021","5.41","5.40","5.42","5.40","118.33K","0.00%"
"02/17/2021","5.41","5.42","5.42","5.40","51.65K","-0.16%"
"02/16/2021","5.42","5.45","5.45","5.42","73.61K","-0.34%"
"02/15/2021","5.43","5.47","5.47","5.43","26.19K","-0.28%"
"02/12/2021","5.45","5.46","5.46","5.44","109.84K","-0.25%"
"02/11/2021","5.46","5.49","5.49","5.46","71.58K","0.12%"
"02/10/2021","5.46","5.45","5.47","5.45","135.73K","0.00%"
"02/09/2021","5.45","5.47","5.47","5.44","130.87K","0.29%"
"02/08/2021","5.44","5.46","5.46","5.41","216.84K","0.13%"
"02/05/2021","5.43","5.43","5.45","5.42","90.79K","0.00%"
"02/04/2021","5.43","5.44","5.44","5.42","93.44K","0.00%"
"02/03/2021","5.43","5.45","5.45","5.43","625.43K","-0.35%"
"02/02/2021","5.45","5.47","5.47","5.44","85.09K","-0.29%"
"02/01/2021","5.47","5.50","5.50","5.45","135.98K","0.15%"
"01/29/2021","5.46","5.50","5.50","5.45","135.56K","-0.29%"
"01/28/2021","5.47","5.48","5.50","5.45","124.16K","-0.16%"
"01/27/2021","5.48","5.49","5.49","5.47","98.89K","-0.11%"
"01/26/2021","5.49","5.47","5.49","5.47","91.01K","0.00%"
"01/25/2021","5.49","5.51","5.51","5.48","157.11K","0.15%"
"01/22/2021","5.48","5.48","5.49","5.47","292.87K","-0.09%"
"01/21/2021","5.49","5.51","5.51","5.47","51.19K","0.09%"
"01/20/2021","5.48","5.50","5.50","5.47","556.67K","0.24%"
"01/19/2021","5.47","5.49","5.49","5.47","29.20K","0.00%"
"01/18/2021","5.47","5.50","5.50","5.46","430.63K","-0.12%"
"01/15/2021","5.47","5.50","5.50","5.47","77.65K","-0.19%"
"01/14/2021","5.48","5.51","5.51","5.47","47.33K","-0.72%"
"01/13/2021","5.52","5.55","5.55","5.50","126.33K","0.49%"
"01/12/2021","5.50","5.54","5.54","5.49","84.95K","0.00%"
"01/11/2021","5.50","5.55","5.55","5.50","1.22M","-0.50%"
"01/08/2021","5.53","5.56","5.56","5.52","78.84K","0.00%"
"01/07/2021","5.53","5.58","5.58","5.52","65.20K","-0.31%"
"01/06/2021","5.55","5.58","5.58","5.54","92.08K","-0.27%"
"01/05/2021","5.56","5.59","5.59","5.54","23.18K","-0.25%"
"01/04/2021","5.57","5.57","5.58","5.56","396.31K","0.00%"
"12/31/2020","5.58","5.57","5.64","5.57","33.34K","0.53%"
"12/30/2020","5.55","5.56","5.56","5.54","2.84M","0.14%"
"12/29/2020","5.54","5.56","5.56","5.52","60.05K","0.00%"
"12/24/2020","5.54","5.56","5.56","5.53","54.92K","0.34%"
"12/23/2020","5.52","5.57","5.57","5.52","64.01K","-0.15%"
"12/22/2020","5.53","5.57","5.57","5.52","131.09K","0.00%"
"12/21/2020","5.53","5.56","5.56","5.52","69.92K","-0.25%"
"12/18/2020","5.54","5.57","5.57","5.53","70.54K","-0.09%"
"12/17/2020","5.55","5.54","5.56","5.54","252.62K","0.35%"
"12/16/2020","5.53","5.55","5.55","5.51","66.09K","0.19%"
"12/15/2020","5.52","5.55","5.55","5.51","37.63K","-0.18%"
"12/14/2020","5.53","5.55","5.55","5.51","214.04K","0.16%"
"12/11/2020","5.52","5.52","5.53","5.52","327.37K","0.25%"
"12/10/2020","5.50","5.50","5.52","5.47","56.29K","0.00%"
"12/09/2020","5.50","5.52","5.53","5.50","214.29K","-0.23%"
"12/08/2020","5.51","5.48","5.52","5.48","107.70K","0.15%"
"12/07/2020","5.50","5.53","5.53","5.49","2.27M","0.13%"
"12/04/2020","5.50","5.50","5.52","5.50","41.66K","0.00%"
"12/03/2020","5.50","5.49","5.51","5.49","81.20K","0.29%"
"12/02/2020","5.48","5.51","5.51","5.47","256.82K","0.00%"
"12/01/2020","5.49","5.51","5.51","5.47","107.40K","0.00%"
"11/30/2020","5.49","5.51","5.51","5.47","81.51K","0.26%"
"11/27/2020","5.47","5.50","5.50","5.47","135.31K","-0.18%"
"11/26/2020","5.48","5.49","5.49","5.46","639.71K","0.20%"
"11/25/2020","5.47","5.49","5.49","5.45","61.73K","0.20%"
"11/24/2020","5.46","5.45","5.47","5.45","106.97K","0.18%"
"11/23/2020","5.45","5.44","5.47","5.44","234.58K","-0.26%"
"11/20/2020","5.46","5.46","5.50","5.46","762.33K","0.00%"
"11/19/2020","5.46","5.47","5.47","5.45","36.27K","-0.11%"
"11/18/2020","5.47","5.49","5.49","5.45","2.10M","0.22%"
"11/17/2020","5.45","5.44","5.46","5.44","49.15K","0.22%"
"11/16/2020","5.44","5.45","5.45","5.43","2.41M","0.26%"
"11/13/2020","5.43","5.45","5.45","5.42","451.03K","0.00%"
"11/12/2020","5.42","5.44","5.44","5.38","43.32K","0.50%"
"11/11/2020","5.40","5.38","5.41","5.37","65.77K","-0.30%"
"11/10/2020","5.41","5.45","5.45","5.41","81.20K","-0.28%"
"11/09/2020","5.43","5.45","5.47","5.37","161.07K","-0.24%"
"11/06/2020","5.44","5.45","5.47","5.43","122.02K","-0.09%"
"11/05/2020","5.45","5.43","5.45","5.43","149.16K","0.52%"
"11/04/2020","5.42","5.41","5.43","5.40","20.02K","0.63%"
"11/03/2020","5.38","5.42","5.42","5.38","86.94K","0.00%"
"11/02/2020","5.39","5.41","5.41","5.37","31.31K","0.16%"
"10/30/2020","5.38","5.41","5.41","5.38","47.78K","0.00%"
"10/29/2020","5.38","5.41","5.41","5.38","53.80K","-0.72%"
"10/28/2020","5.42","5.45","5.45","5.40","39.05K","0.00%"
"10/27/2020","5.41","5.44","5.44","5.40","31.75K","0.00%"
"10/26/2020","5.41","5.44","5.45","5.40","150.47K","0.00%"
"10/23/2020","5.41","5.41","5.41","5.40","28.87K","0.00%"
"10/22/2020","5.41","5.42","5.43","5.41","133.78K","-0.33%"
"10/21/2020","5.43","5.43","5.44","5.41","114.74K","0.37%"
"10/20/2020","5.41","5.42","5.42","5.40","136.67K","0.12%"
"10/19/2020","5.40","5.40","5.41","5.39","21.66K","0.00%"
"10/16/2020","5.41","5.40","5.42","5.40","6.12K","0.00%"
"10/15/2020","5.41","5.44","5.44","5.39","147.72K","0.00%"
"10/14/2020","5.41","5.43","5.43","5.37","358.82K","0.13%"
"10/13/2020","5.40","5.42","5.42","5.37","23.01K","0.00%"
"10/12/2020","5.40","5.42","5.43","5.40","128.76K","-1.30%"
"10/09/2020","5.47","5.39","5.47","5.38","68.00K","1.66%"
"10/08/2020","5.38","5.41","5.41","5.37","11.87K","0.18%"
"10/07/2020","5.37","5.41","5.41","5.36","26.88K","0.00%"
"10/06/2020","5.37","5.39","5.39","5.37","710.61K","-0.26%"
"10/05/2020","5.39","5.41","5.41","5.38","1.06M","0.00%"
"10/02/2020","5.39","5.35","5.40","5.35","136.56K","0.24%"
"10/01/2020","5.38","5.41","5.41","5.37","256.86K","0.19%"
"09/30/2020","5.37","5.39","5.40","5.37","171.18K","-0.35%"
"09/29/2020","5.39","5.36","5.39","5.36","910.30K","0.50%"
"09/28/2020","5.36","5.36","5.42","5.36","84.11K","0.00%"
"09/25/2020","5.36","5.39","5.39","5.36","1.94M","0.00%"
"09/24/2020","5.36","5.37","5.37","5.36","6.23K","-0.16%"
"09/23/2020","5.37","5.42","5.42","5.37","19.51K","-0.20%"
"09/22/2020","5.38","5.40","5.40","5.38","988.46K","-0.34%"
"09/21/2020","5.40","5.43","5.43","5.39","50.88K","-0.32%"
"09/18/2020","5.42","5.42","5.44","5.42","121.12K","0.12%"
"09/17/2020","5.41","5.39","5.42","5.39","62.21K","0.19%"
"09/16/2020","5.40","5.41","5.42","5.40","595.50K","0.00%"
"09/15/2020","5.40","5.42","5.42","5.40","71.50K","-0.18%"
"09/14/2020","5.41","5.43","5.43","5.40","68.46K","0.56%"
"09/11/2020","5.38","5.41","5.41","5.38","10.94K","0.00%"
"09/10/2020","5.38","5.38","5.40","5.37","678.12K","0.00%"
"09/09/2020","5.38","5.43","5.43","5.38","684.76K","-0.26%"
"09/08/2020","5.39","5.39","5.39","5.38","1.10M","0.14%"
"09/07/2020","5.38","5.38","5.41","5.38","415.77K","0.00%"
"09/04/2020","5.38","5.40","5.41","5.38","62.71K","-0.19%"
"09/03/2020","5.39","5.42","5.42","5.39","831.52K","-0.11%"
"09/02/2020","5.40","5.44","5.44","5.39","51.02K","-0.18%"
"09/01/2020","5.41","5.43","5.44","5.39","374.41K","0.38%"
"08/28/2020","5.39","5.37","5.39","5.37","123.45K","0.60%"
"08/27/2020","5.36","5.38","5.39","5.36","78.15K","-0.20%"
"08/26/2020","5.37","5.37","5.38","5.36","179.24K","0.00%"
"08/25/2020","5.36","5.38","5.39","5.36","137.14K","-0.36%"
"08/24/2020","5.38","5.41","5.41","5.39","94.54K","0.00%"
"08/21/2020","5.39","5.39","5.39","5.37","80.13K","-0.15%"
"08/20/2020","5.39","5.42","5.42","5.39","62.88K","-0.19%"
"08/19/2020","5.40","5.43","5.43","5.40","46.78K","0.00%"
"08/18/2020","5.41","5.40","5.42","5.40","102.91K","0.26%"
"08/17/2020","5.39","5.34","5.39","5.34","36.80K","0.22%"
"08/14/2020","5.38","5.36","5.38","5.36","50.64K","0.00%"
"08/13/2020","5.38","5.37","5.39","5.37","34.06K","0.00%"
"08/12/2020","5.37","5.37","5.38","5.37","84.81K","-0.26%"
"08/11/2020","5.39","5.40","5.41","5.38","673.80K","-0.24%"
"08/10/2020","5.40","5.42","5.45","5.40","29.28K","-0.19%"
"08/07/2020","5.41","5.40","5.43","5.40","14.07K","-0.32%"
"08/06/2020","5.43","5.42","5.43","5.42","104.06K","0.20%"
"08/05/2020","5.42","5.42","5.42","5.41","16.17K","0.21%"
"08/04/2020","5.41","5.40","5.41","5.39","6.98K","0.16%"
"08/03/2020","5.40","5.42","5.42","5.38","1.14M","0.00%"
"07/31/2020","5.39","5.44","5.44","5.39","461.47K","-0.28%"
"07/30/2020","5.41","5.45","5.45","5.39","572.62K","0.29%"
"07/29/2020","5.39","5.40","5.40","5.39","18.94K","0.16%"
"07/28/2020","5.39","5.40","5.40","5.37","151.85K","-0.24%"
"07/27/2020","5.40","5.40","5.40","5.38","215.02K","0.60%"
"07/24/2020","5.37","5.36","5.37","5.35","26.91K","0.33%"
"07/23/2020","5.35","5.35","5.35","5.34","27.21K","0.09%"
"07/22/2020","5.34","5.34","5.35","5.34","148.34K","0.39%"
"07/21/2020","5.32","5.34","5.34","5.31","28.25K","0.17%"
"07/20/2020","5.32","5.34","5.34","5.30","35.60K","0.13%"
"07/17/2020","5.31","5.31","5.31","5.30","99.21K","0.00%"
"07/16/2020","5.30","5.31","5.31","5.29","338.37K","-0.57%"
"07/15/2020","5.33","5.33","5.34","5.33","65.54K","0.17%"
"07/14/2020","5.32","5.32","5.33","5.32","14.32K","0.00%"
"07/13/2020","5.32","5.35","5.35","5.32","425.44K","-0.28%"
"07/10/2020","5.34","5.33","5.34","5.33","2.03M","0.38%"
"07/09/2020","5.32","5.32","5.33","5.31","1.31M","-0.14%"
"07/08/2020","5.32","5.33","5.33","5.31","4.25K","0.43%"
"07/07/2020","5.30","5.34","5.34","5.29","203.53K","-0.22%"
"07/06/2020","5.31","5.32","5.32","5.30","40.35K","0.25%"
"07/03/2020","5.30","5.31","5.31","5.29","55.65K","0.00%"
"07/02/2020","5.30","5.32","5.32","5.28","50.23K","0.28%"
"07/01/2020","5.28","5.31","5.31","5.25","17.73K","-0.17%"
"06/30/2020","5.29","5.30","5.30","5.28","220.79K","0.27%"
"06/29/2020","5.28","5.30","5.30","5.27","348.36K","0.00%"
"06/26/2020","5.28","5.29","5.29","5.28","114.59K","0.00%"
"06/25/2020","5.28","5.27","5.29","5.27","53.65K","0.00%"
"06/24/2020","5.28","5.32","5.32","5.28","213.49K","-0.20%"
"06/23/2020","5.29","5.30","5.30","5.29","1.03M","0.00%"
"06/22/2020","5.29","5.29","5.30","5.28","580.55K","0.41%"
"06/19/2020","5.27","5.32","5.32","5.27","587.85K","-0.40%"
"06/18/2020","5.29","5.28","5.29","5.28","2.39M","0.41%"
"06/17/2020","5.27","5.29","5.29","5.27","168.02K","-0.44%"
"06/16/2020","5.29","5.32","5.32","5.26","28.18K","0.11%"
"06/15/2020","5.28","5.28","5.29","5.27","67.02K","0.00%"
"06/12/2020","5.28","5.29","5.29","5.28","156.11K","-0.63%"
"06/11/2020","5.32","5.28","5.32","5.28","217.92K","0.80%"
"06/10/2020","5.27","5.28","5.28","5.27","393.20K","0.00%"
"06/09/2020","5.27","5.26","5.28","5.25","179.39K","0.42%"
"06/08/2020","5.25","5.28","5.28","5.24","415.84K","0.69%"
"06/05/2020","5.22","5.32","5.32","5.22","136.02K","-0.86%"
"06/04/2020","5.26","5.24","5.28","5.24","48.54K","0.34%"
"06/03/2020","5.24","5.31","5.31","5.22","1.42M","-0.21%"
"06/02/2020","5.25","5.28","5.28","5.20","1.58M","0.34%"
"06/01/2020","5.24","5.24","5.27","5.24","15.36K","0.00%"
"05/29/2020","5.24","5.25","5.25","5.23","88.73K","0.22%"
"05/28/2020","5.23","5.24","5.24","5.22","59.27K","0.26%"
"05/27/2020","5.21","5.20","5.22","5.20","117.02K","-0.27%"
"05/26/2020","5.23","5.26","5.28","5.19","112.48K","0.46%"
"05/22/2020","5.20","5.19","5.21","5.19","12.86K","0.00%"
"05/21/2020","5.21","5.22","5.22","5.20","39.12K","0.00%"
"05/20/2020","5.20","5.19","5.21","5.19","214.72K","0.39%"
"05/19/2020","5.18","5.20","5.21","5.17","296.51K","-0.28%"
"05/18/2020","5.20","5.20","5.20","5.15","8.28K","0.48%"
"05/15/2020","5.17","5.19","5.19","5.18","5.68K","-0.29%"
"05/14/2020","5.19","5.18","5.19","5.18","8.32K","0.35%"
"05/13/2020","5.17","5.18","5.20","5.17","53.51K","-0.11%"
"05/12/2020","5.18","5.17","5.18","5.16","15.40K","0.18%"
"05/11/2020","5.17","5.18","5.18","5.15","79.31K","0.00%"
"05/07/2020","5.17","5.24","5.24","5.15","83.11K","-0.14%"
"05/06/2020","5.17","5.19","5.23","5.17","22.44K","-0.38%"
"05/05/2020","5.19","5.22","5.24","5.18","34.57K","-0.84%"
"05/04/2020","5.24","5.27","5.27","5.18","10.34K","0.26%"
"05/01/2020","5.22","5.30","5.30","5.20","5.98K","0.00%"
"04/30/2020","5.22","5.20","5.22","5.18","33.68K","0.44%"
"04/29/2020","5.20","5.22","5.22","5.18","13.48K","0.33%"
"04/28/2020","5.18","5.19","5.20","5.17","42.38K","0.00%"
"04/27/2020","5.18","5.22","5.22","5.13","53.32K","0.25%"
"04/24/2020","5.17","5.17","5.18","5.13","3.61K","0.33%"
"04/23/2020","5.15","5.19","5.19","5.14","449.97K","0.00%"
"04/22/2020","5.15","5.17","5.18","5.13","27.02K","-0.20%"
"04/21/2020","5.16","5.20","5.20","5.16","79.48K","-0.82%"
"04/20/2020","5.20","5.22","5.22","5.14","31.93K","0.46%"
"04/17/2020","5.18","5.22","5.22","5.15","51.25K","-0.21%"
"04/16/2020","5.19","5.19","5.20","5.13","61.71K","0.54%"
"04/15/2020","5.16","5.24","5.24","5.14","394.34K","0.00%"
"04/14/2020","5.16","5.16","5.20","5.16","115.44K","0.33%"
"04/09/2020","5.15","5.13","5.14","5.13","1.23K","0.59%"
"04/08/2020","5.12","5.11","5.12","5.09","12.12K","0.13%"
"04/07/2020","5.11","5.16","5.16","5.08","17.10K","0.34%"
"04/06/2020","5.09","5.14","5.14","5.02","229.45K","0.00%"
"04/03/2020","5.09","5.16","5.16","5.10","1.26M","-0.44%"
"04/02/2020","5.11","5.15","5.15","5.12","13.46K","0.00%"
"04/01/2020","5.11","5.14","5.14","5.10","50.11K","-0.17%"
"03/31/2020","5.12","5.13","5.13","5.06","326.72K","-0.41%"
"03/30/2020","5.14","5.14","5.15","5.13","98.06K","0.84%"
"03/27/2020","5.10","5.10","5.13","5.07","40.15K","0.99%"
"03/26/2020","5.05","5.00","5.09","5.00","36.65K","1.41%"
"03/25/2020","4.98","5.00","5.01","4.95","59.11K","0.44%"
"03/24/2020","4.96","4.96","5.01","4.95","40.40K","0.16%"
"03/23/2020","4.95","4.90","5.01","4.85","69.03K","2.46%"
"03/20/2020","4.83","4.90","4.95","4.83","1.07M","-0.10%"
"03/19/2020","4.84","4.97","4.97","4.84","630.01K","-2.78%"
"03/18/2020","4.97","5.00","5.00","4.89","171.89K","0.54%"
"03/17/2020","4.95","5.09","5.10","4.95","182.69K","-2.69%"
"03/16/2020","5.09","5.11","5.18","5.03","199.59K","-1.00%"
"03/13/2020","5.14","5.20","5.20","5.03","174.85K","0.57%"
"03/12/2020","5.11","5.27","5.28","5.11","164.70K","-3.50%"
"03/11/2020","5.29","5.33","5.33","5.30","13.81K","-0.66%"
"03/10/2020","5.33","5.36","5.36","5.32","58.66K","-1.78%"
"03/09/2020","5.43","5.40","5.45","5.39","113.47K","1.26%"
"03/06/2020","5.36","5.33","5.36","5.33","1.36M","1.14%"
"03/05/2020","5.30","5.35","5.35","5.28","435.47K","0.31%"
"03/04/2020","5.28","5.31","5.31","5.27","91.34K","0.00%"
"03/03/2020","5.28","5.26","5.28","5.24","255.02K","0.39%"
"03/02/2020","5.26","5.26","5.26","5.24","27.67K","0.63%"
"02/28/2020","5.22","5.23","5.23","5.21","414.22K","0.52%"
"02/27/2020","5.20","5.20","5.21","5.19","1.73M","0.36%"
"02/26/2020","5.18","5.20","5.20","5.17","263.80K","-0.27%"
"02/25/2020","5.19","5.18","5.20","5.18","1.76M","0.29%"
"02/24/2020","5.18","5.18","5.18","5.16","48.37K","0.41%"
"02/21/2020","5.16","5.15","5.16","5.15","1.32M","0.40%"
"02/20/2020","5.14","5.16","5.16","5.14","112.24K","0.00%"
"02/19/2020","5.13","5.15","5.15","5.13","13.26K","-0.35%"
"02/18/2020","5.15","5.19","5.19","5.15","8.73K","0.00%"
"02/17/2020","5.15","5.17","5.17","5.15","16.53K","0.00%"
"02/14/2020","5.15","5.18","5.18","5.15","40.46K","0.00%"
"02/13/2020","5.15","5.13","5.16","5.13","374.72K","0.00%"
"02/12/2020","5.15","5.17","5.17","5.15","153.63K","0.00%"
"02/11/2020","5.16","5.16","5.16","5.15","282.81K","0.00%"
"02/10/2020","5.16","5.18","5.18","5.16","20.83K","0.10%"
"02/07/2020","5.15","5.16","5.16","5.15","64.25K","0.12%"
"02/06/2020","5.15","5.17","5.17","5.14","1.11M","0.00%"
"02/05/2020","5.15","5.18","5.18","5.15","23.23K","-0.28%"
"02/04/2020","5.16","5.18","5.18","5.16","20.42K","-0.29%"
"02/03/2020","5.18","5.20","5.20","5.17","16.60M","-0.33%"
"01/31/2020","5.20","5.18","5.20","5.18","1.00M","0.41%"
"01/30/2020","5.18","5.20","5.20","5.17","995.62K","0.25%"
"01/29/2020","5.16","5.18","5.18","5.16","8.20K","0.00%"
"01/28/2020","5.16","5.19","5.19","5.16","995.84K","-0.16%"
"01/27/2020","5.17","5.19","5.19","5.16","1.79M","0.28%"
"01/24/2020","5.15","5.15","5.16","5.14","601.57K","0.00%"
"01/23/2020","5.15","5.15","5.16","5.14","42.17K","0.20%"
"01/22/2020","5.14","5.13","5.14","5.13","35.74K","0.00%"
"01/21/2020","5.14","5.12","5.14","5.12","136.92K","0.28%"
"01/20/2020","5.12","5.12","5.13","5.12","93.96K","0.00%"
"01/17/2020","5.12","5.16","5.16","5.12","31.34K","-0.16%"
"01/16/2020","5.13","5.15","5.15","5.13","69.50K","-0.98%"
"01/15/2020","5.18","5.18","5.18","5.18","11.51K","0.23%"
"01/14/2020","5.17","5.19","5.19","5.16","26.67K","0.14%"
"01/13/2020","5.16","5.19","5.19","5.16","453.71K","-0.15%"
"01/10/2020","5.17","5.18","5.18","5.16","20.51K","0.37%"
"01/09/2020","5.15","5.13","5.16","5.13","205.62K","-0.37%"
"01/08/2020","5.17","5.19","5.19","5.17","102.22K","-0.14%"
"01/07/2020","5.17","5.20","5.20","5.17","68.25K","-0.40%"
"01/06/2020","5.20","5.22","5.22","5.19","9.16K","0.00%"
"01/03/2020","5.20","5.20","5.20","5.18","3.37K","0.21%"
"01/02/2020","5.18","5.20","5.20","5.17","84.11K","0.00%"
"12/31/2019","5.18","5.19","5.19","5.18","462.04K","0.00%"
"12/30/2019","5.18","5.19","5.19","5.16","235.90K","0.00%"
"12/27/2019","5.18","5.16","5.18","5.16","144.22K","0.65%"
"12/24/2019","5.14","5.16","5.16","5.15","0.61K","0.00%"
"12/23/2019","5.14","5.16","5.16","5.14","305.35K","0.00%"
"12/20/2019","5.14","5.16","5.16","5.14","8.95K","0.00%"
"12/19/2019","5.14","5.13","5.14","5.13","9.72K","0.00%"
"12/18/2019","5.14","5.17","5.17","5.14","294.49K","-0.33%"
"12/17/2019","5.16","5.16","5.16","5.16","13.03K","0.00%"
"12/16/2019","5.15","5.18","5.18","5.15","1.31M","-0.24%"
"12/13/2019","5.17","5.16","5.16","5.16","3.99K","0.46%"
"12/12/2019","5.14","5.17","5.17","5.15","10.90K","-0.25%"
"12/11/2019","5.16","5.15","5.16","5.15","74.86K","0.12%"
"12/10/2019","5.15","5.15","5.15","5.15","33.33K","0.00%"
"12/09/2019","5.15","5.16","5.16","5.15","43.99K","0.25%"
"12/06/2019","5.14","5.16","5.16","5.14","730.02K","-0.39%"
"12/05/2019","5.16","5.15","5.16","5.15","18.40K","0.00%"
"12/04/2019","5.15","5.16","5.16","5.15","56.13K","-0.26%"
"12/03/2019","5.17","5.14","5.16","5.14","26.49K","0.61%"
"12/02/2019","5.14","5.14","5.15","5.12","171.92K","-0.23%"
"11/29/2019","5.15","5.17","5.17","5.14","28.26K","0.17%"
"11/28/2019","5.14","5.16","5.16","5.14","988.04K","0.00%"
"11/27/2019","5.14","5.15","5.15","5.14","91.32K","0.00%"
"11/26/2019","5.15","5.14","5.15","5.14","30.01K","0.14%"
"11/25/2019","5.14","5.13","5.14","5.13","125.30K","0.00%"
"11/22/2019","5.14","5.15","5.15","5.14","4.54K","0.00%"
"11/21/2019","5.14","5.16","5.16","5.14","70.70K","0.00%"
"11/20/2019","5.14","5.16","5.16","5.14","16.53K","0.00%"
"11/19/2019","5.14","5.16","5.16","5.14","67.92K","-0.12%"
"11/18/2019","5.15","5.15","5.15","5.14","35.53K","0.29%"
"11/15/2019","5.14","5.14","5.14","5.13","3.14M","0.00%"
"11/14/2019","5.13","5.13","5.13","5.13","0.27K","0.38%"
"11/13/2019","5.11","5.11","5.13","5.11","52.80K","0.24%"
"11/12/2019","5.10","5.12","5.12","5.10","1.00M","-0.20%"
"11/11/2019","5.11","5.13","5.13","5.11","7.76K","0.00%"
"11/08/2019","5.11","5.14","5.14","5.11","14.49K","0.00%"
"11/07/2019","5.11","5.14","5.14","5.11","136.19K","-0.55%"
"11/06/2019","5.14","5.14","5.14","5.14","119.47K","0.00%"
"11/05/2019","5.14","5.17","5.17","5.14","12.23K","-0.51%"
"11/04/2019","5.16","5.19","5.19","5.17","1.49M","-0.24%"
"11/01/2019","5.18","5.18","5.19","5.18","27.67K","-0.17%"
"10/31/2019","5.18","5.17","5.19","5.17","60.59K","0.76%"
